"","MCS.F.1","MCS.F.2","MCS.F.3","MCS.F.4","MCS.M.1","MCS.M.2","MCS.M.3","PR.F.1","PR.F.2","PR.F.4","PR.M.1","PR.M.2","PR.M.3"
"ENSMUSG00000025935_Tram1",3.15124440920671,3.62278956907054,3.41247994247406,3.46870230056569,3.29950849138792,3.37292997052494,3.34160137987293,3.62003732938059,3.54248406476504,3.62284794749796,3.38921633719414,3.65731065053365,3.41869637915002
"ENSMUSG00000025937_Lactb2",6.06238388444022,6.04109806643922,5.80191120086627,6.09136761922989,6.25267163475829,6.14348874434777,5.9955047756834,6.08922160139695,6.26691764699726,6.07848327496107,5.95420342039875,6.1436160697943,6.28295336314604
"ENSMUSG00000025932_Eya1",3.44227893450516,4.13065311482749,4.08763650873329,3.88671154177196,4.07429217938368,4.76147522437666,4.84026843590933,4.591443566397,3.74458286658676,4.51287048309447,4.23440206192244,4.82880586672069,4.73565111870372
"ENSMUSG00000054493_Gm9947",-2.64044418245986,-1.03373507422369,-1.42555016446067,-1.36933667993604,-1.87117771084706,-3.00508148255366,-1.42628961697638,-2.57712732141902,-1.1085410783801,-2.17226955555747,-3.17548738260397,-1.26087400283546,-2.83252866497965
"ENSMUSG00000092083_Kcnb2",0.711038083509058,0.255841087680718,0.877218822293792,-0.122485511322351,0.913960114154922,-0.198494720390964,-0.179706930623028,0.852484249013656,0.859789967978672,0.883204878610571,0.282703627044463,0.687734868200307,0.550405871897033
"ENSMUSG00000025925_Terf1",4.21664531506064,4.52187817804901,4.35408776557625,4.44149543984065,4.41953595105721,4.46163290620118,4.36412327833002,4.8354010707314,4.42693467820574,4.63094769463642,4.49756755443037,4.4687598830662,4.46319068131109
"ENSMUSG00000104379_Gm37509",0.970454673090811,1.3943641368954,0.761370317147182,0.454605514944954,0.812894366346284,0.743027207591324,0.478897319164788,1.35705800169501,0.808546043077695,1.06823993270122,0.878512449752021,0.764819238768311,0.123008334909268
"ENSMUSG00000043716_Rpl7",2.35511011509086,2.35665182780746,2.44651326604104,2.47065503825193,2.42247180155521,2.14153519646681,2.05588430068923,2.55316131591598,2.64334364853731,2.62138157057061,2.18622069406853,2.42437016087385,2.48920847928955
"ENSMUSG00000025921_Rdh10",4.25177287967781,4.54095264968637,4.49827771210978,4.55022905154306,4.65275994189039,4.72572266576933,4.60759576085364,4.67030703771995,4.76492228834367,4.67946162621426,4.6038988953694,4.71565304493197,4.58104202108406
"ENSMUSG00000025920_Stau2",8.41212352626543,8.56206817480057,8.62207551906559,8.6362445383854,8.57988104904006,8.74188917376836,8.70837046825302,8.68586273067264,8.52803241791898,8.53606789040918,8.54937975811322,8.73537228087688,8.71105944679374
"ENSMUSG00000025939_Ube2w",6.21356419077384,6.28947835172704,6.21270313653564,6.19391557887772,6.3085838165285,6.25742337518689,6.12225904725352,6.38020572041231,6.20179772163315,6.26184642253674,6.15784229111014,6.14271378787811,6.09803457208419
"ENSMUSG00000079658_Eloc",3.93063161875735,4.08139396007243,4.09762391652128,3.79577172299423,4.01140587258121,4.22177790375085,4.02386277305443,4.16715190426547,4.11522428231221,3.99486191152914,3.93689991312595,4.08688094690053,3.95934513751695
"ENSMUSG00000025940_Tmem70",3.62206934136908,3.78419116652358,3.70938135895984,3.54951570693013,3.68599723091417,3.71437006883477,3.79630180117888,3.63108349716065,3.65796744795612,3.74814905627935,3.63172209936442,3.67987747256503,3.5535060871349
"ENSMUSG00000025779_Ly96",3.04844678542549,3.25451637262729,3.27489956624535,3.51303720477463,3.24411907052867,3.47336351516695,3.48012165482171,3.56733986654499,3.257309330566,3.67265066427881,3.46791912647865,3.59006178528495,3.4761919211812
"ENSMUSG00000101640_Gm28376",-0.615773854044692,-1.52563598448581,-1.62133874274826,-0.943547420443213,-0.583433553246043,-1.78320112236612,-1.21029503500182,-0.87413223221713,-1.32036319687033,-0.920423860786156,-0.554578522092907,-1.51050774970625,-0.749203773398627
"ENSMUSG00000042686_Jph1",6.70604888252658,6.82804345050726,6.74371120883631,6.90795590851466,7.07626215419515,7.03278974875184,7.06112310566165,7.18248879807858,6.87904667222448,6.96141165529448,7.19907075074667,7.00082778521235,6.95550816770911
"ENSMUSG00000067780_Pi15",-1.32918473798401,-0.466656231494758,-0.203674983914027,-0.448968147261444,-1.36127027412122,-1.6519899906941,-1.21029503500182,-0.508228741538356,-0.47979925588878,-0.534047583284535,-1.73340649609853,-0.598580106665122,-1.26165213780613
"ENSMUSG00000025776_Crispld1",-2.02772744929506,-1.85325283259426,-1.09923264441819,-1.27353181415968,-2.13927075269746,-2.71573777419252,-2.17232678467286,-1.93194177383677,-1.17575117562818,-1.52257496513007,-2.78349477812631,-2.19508180783644,-2.06370868986021
"ENSMUSG00000043760_Pkhd1",-1.52667753658739,-1.52563598448581,-0.833279357025034,-1.70209726511404,-1.36127027412122,-1.22144614782935,-0.707309960681189,-1.36557867777947,-1.86892786531376,-0.970512329991076,-1.1878234341151,-0.983658768742693,-1.65175954118359
"ENSMUSG00000041859_Mcm3",-0.952321470634177,-0.466656231494758,-0.661735302858159,-0.16484076968547,-1.19894033736793,-1.31764351639854,-0.936992366551105,-0.0662910855707281,-0.66054517140422,-0.140885964194282,-0.750333355725532,-0.294930553772044,-0.797942296467744
"ENSMUSG00000025931_Paqr8",-0.692839942251834,-0.170918483699736,-0.127242949428918,-0.803125451782876,-0.952552156835603,-1.92755059921259,-0.85629978318824,-0.574359206936655,-0.209487740885863,-0.112488797862164,-0.415099547276677,-0.751221851218922,-1.06989201642501
"ENSMUSG00000041779_Tram2",4.79569147757248,5.00444625571452,5.29822935958046,4.86112942296014,4.34662821608156,5.05831931725357,5.12249771474114,5.3213645992199,4.88315675848107,5.49780707469913,5.01729378963739,5.29051600587467,4.86846714668784
"ENSMUSG00000100819_Gm2693",1.323414040833,1.62086735767928,1.46366551912365,1.72705306584362,1.62735395768011,1.77249718706604,2.0454211149159,2.22409134691752,1.92564704073329,1.97004339430925,2.0603940479342,2.0539396628517,1.8155078279425
"ENSMUSG00000025933_Tmem14a",0.696001943563864,1.2305052831965,0.967124376053005,0.907172049941861,0.922806299493792,1.29174842403634,0.785921205047057,1.16775377046447,1.32848568466753,1.25419315085009,1.4885376128474,1.11322106996237,1.19820354637662
"ENSMUSG00000025934_Gsta3",0.484774729501474,1.01236651479532,0.233175901258802,0.211378867851687,0.434155821935111,-0.966231292440972,-0.0847071328714107,0.481401386859759,0.662268421345277,0.402316366009271,0.19831891649711,-0.0774696522744121,-0.29987412351644
